Handle,Title,Vendor,Type,Tags,Status,Price Range,Compare At Price,Variant Options (Sizes),Variant Count,Total Inventory,Description (Summary),Category,Image Src,Created At,Published
organic-valerian-root-botanicals,Organic Valerian Root Botanicals,Divine Organic Ingredients,Botanicals,"Benefit_Relaxation, Caffeine_Caffeine Free, Category_Botanicals, Dietary_Dairy Free, Dietary_Gluten Free, Dietary_Non-GMO, Dietary_Nut Free, Dietary_Organic, Dietary_Sugar Free, Dietary_Vegan, Flavor_Earthy, Flavor_Nutty, Format_Dried Botanical",Active,$16.41 - $410.16,,100g | 250g | 500g | 1kg | 5kg,5,,"Steeping Instructions For A Divine Cup Heat freshly drawn cold water to 100ºC/ 212ºF Infuse tea for 5-6 minutes 1 tsp per cup The Divine Difference Every batch is independently lab-tested for purity, potency, and safety. USDA Organic & CCOF Certified. No synthetic additives, artificial colors, pr...",,https://cdn.shopify.com/s/files/1/0506/6965/0095/products/BO.Valerot1.jpg?v=1750439468,2020-12-01 05:33:51 -0800,true
organic-yerba-mate-botanicals,Organic Yerba Mate Botanicals,Divine Organic Ingredients,Botanicals,"Benefit_Energy, Benefit_Weight Management, Caffeine_Caffeine Free, Category_Botanicals, Dietary_Dairy Free, Dietary_Gluten Free, Dietary_Non-GMO, Dietary_Nut Free, Dietary_Organic, Dietary_Sugar Free, Dietary_Vegan, Flavor_Herbal, Flavor_Nutty, Flavor_Sweet, Flavor_Vegetal, Format_Dried Botanical, Origin_South America",Active,$16.41 - $410.16,,100g | 250g | 500g | 1kg | 5kg,5,,"Whether you're an individual seeking a refreshing change to your daily beverages or a business in need of bulk orders, our Organic Yerba Mate offers a robust alternative to traditional teas and coffees. With Divine Ingredients, you can trust in a steady supply of high-quality, organic Yerba Mate,...",,https://cdn.shopify.com/s/files/1/0506/6965/0095/products/BO.Yerbate1.jpg?v=1750439467,2020-12-01 05:33:53 -0800,true
passion-berry-iced-tea,Passion Berry Iced Tea,Divine Organic Ingredients,Iced Tea,"Caffeine_Light Caffeine, Category_Iced Tea, Dietary_Dairy Free, Dietary_Gluten Free, Dietary_Non-GMO, Dietary_Nut Free, Dietary_Organic, Dietary_Vegan, Flavor_Fruity, Flavor_Herbal, Flavor_Nutty, Flavor_Sweet, Format_Loose Leaf",Active,$14.06 - $1562.50,,100g | 250g | 500g | 1kg | 5kg | 25kg,6,,"Delight in the rejuvenating freshness of Divine Organic Ingredients' specialty – the Passion Berry Iced Tea. This expertly blended iced loose leaf tea promises a refreshing and delightful experience, establishing itself as a perfect companion for warm summer days. Our Passion Berry tea is meticul...",,https://cdn.shopify.com/s/files/1/0506/6965/0095/products/IT.Passiry1.jpg?v=1750439403,2020-12-01 05:35:43 -0800,true
peach-mango-tango-green-tea,Peach Mango Tango Green Tea,Divine Organic Ingredients,Green Tea,"Benefit_Antioxidant Rich, Benefit_Energy, Benefit_Weight Management, Caffeine_Light Caffeine, Category_Green Tea, Dietary_Dairy Free, Dietary_Gluten Free, Dietary_Non-GMO, Dietary_Nut Free, Dietary_Organic, Dietary_Sugar Free, Dietary_Vegan, Flavor_Fruity, Flavor_Nutty, Flavor_Sweet, Flavor_Vegetal, Format_Loose Leaf, Origin_Japan",Active,$17.19 - $1909.73,,100g | 250g | 500g | 1kg | 5kg | 25kg,6,,"Coupled with the ripeness of the mango and the sweetness of the peach, Peach Mango Tango is a great tropical tea. May as well be sunshine in a cup. Taste Notes Fruity, Tropical, Aromatic Ingredients Organic Sencha with Mango Pieces and Natural Flavors Steeping Instructions For A Divine Cup Heat f...",,https://cdn.shopify.com/s/files/1/0506/6965/0095/products/GT.Peachgo1.jpg?v=1750439430,2020-12-01 05:34:47 -0800,true
peach-mango-tango-iced-tea,Peach Mango Tango Iced Tea,Divine Organic Ingredients,Green Tea,"Benefit_Antioxidant Rich, Benefit_Energy, Benefit_Weight Management, Caffeine_Light Caffeine, Category_Green Tea, Dietary_Dairy Free, Dietary_Gluten Free, Dietary_Non-GMO, Dietary_Nut Free, Dietary_Organic, Dietary_Sugar Free, Dietary_Vegan, Flavor_Fruity, Flavor_Nutty, Flavor_Sweet, Flavor_Vegetal, Format_Loose Leaf, Origin_Japan",Active,$17.18 - $2387.16,,50g | 100g | 250g | 500g | 1kg | 5kg | 25kg,7,,"Coupled with the ripeness of the mango and the sweetness of the peach, Peach Mango Tango is a great tropical tea. May as well be sunshine in a cup. Taste Notes Fruity, Tropical, Aromatic Ingredients Organic Sencha with Mango Pieces and Natural Flavors Steeping Instructions For A Divine Cup Heat f...",,https://cdn.shopify.com/s/files/1/0506/6965/0095/products/GT.Peachgo1_65ffc7e5-b64c-4c4a-a9e7-759a0e2e792e.jpg?v=1750439346,2021-05-27 18:14:18 -0700,true
peach-oolong-tea,Peach Oolong Tea,Divine Organic Ingredients,Oolong Tea,"Benefit_Weight Management, Caffeine_Medium Caffeine, Category_Oolong Tea, Dietary_Dairy Free, Dietary_Gluten Free, Dietary_Non-GMO, Dietary_Nut Free, Dietary_Organic, Dietary_Sugar Free, Dietary_Vegan, Flavor_Citrus, Flavor_Fruity, Flavor_Nutty, Flavor_Sweet, Flavor_Woody, Format_Loose Leaf",Active,$20.18 - $3363.73,,50g | 100g | 250g | 500g | 1kg | 5kg | 25kg,7,,"This fruity and fragrant tea is a balance of flavorful delight. Embodying the juiciness of a peach, this tea carries its sweetness gracefully. Taste Notes Peach, Light, Sweet Ingredients Oolong with Orange Peel, Pineapple Bits, and Natural Flavors Steeping Instructions For A Divine Cup Heat fresh...",,https://cdn.shopify.com/s/files/1/0506/6965/0095/products/OT.Peachng1.jpg?v=1750439397,2020-12-01 05:35:51 -0800,true
pina-colada-black-tea,Pina Colada White Tea,Divine Organic Ingredients,Black Tea,"Benefit_Energy, Benefit_Relaxation, Benefit_Weight Management, Caffeine_Low Caffeine, Category_Black Tea, Dietary_Dairy Free, Dietary_Gluten Free, Dietary_Non-GMO, Dietary_Nut Free, Dietary_Organic, Dietary_Sugar Free, Dietary_Vegan, Flavor_Fruity, Flavor_Nutty, Flavor_Sweet, Format_Loose Leaf",Active,$19.54 - $3255.23,,50g | 100g | 250g | 500g | 1kg | 5kg | 25kg,7,,"A classic Divine creation, this white tea brings you coconut tropics in a cup. If you like getting caught in the rain or just want a reminder of the summer, relax and let the beach come to you. This light white tea has a delightful coconut aroma that leaves you eager to taste it as soon as you un...",Uncategorized,https://cdn.shopify.com/s/files/1/0506/6965/0095/products/BT.Pinada1.jpg?v=1750439449,2020-12-01 05:34:18 -0800,true
pu-erh-black-tea,Puerh Black Tea,Divine Organic Ingredients,Black Tea,"Benefit_Antioxidant Rich, Benefit_Energy, Benefit_Focus, Caffeine_High Caffeine, Category_Black Tea, Dietary_Dairy Free, Dietary_Gluten Free, Dietary_Non-GMO, Dietary_Nut Free, Dietary_Organic, Dietary_Sugar Free, Dietary_Vegan, Flavor_Earthy, Flavor_Nutty, Flavor_Woody, Format_Loose Leaf, Origin_China",Active,$18.23 - $3038.20,,50g | 100g | 250g | 500g | 1kg | 5kg | 25kg,7,,"A unique type of traditional Chinese tea that is fermented to bring out its distinct rich flavor. Traditionally grown in the Yunnan Province of China, this tea is made from a tea known as the old-wild tea. High in antioxidants and caffeine, most people drink this tea to improve mental alertness a...",Uncategorized,https://cdn.shopify.com/s/files/1/0506/6965/0095/products/ST.Puerea1.jpg?v=1750439448,2020-12-01 05:34:20 -0800,true
pumpkin-spice-black-tea,Pumpkin Spice Black Tea,Divine Organic Ingredients,Black Tea,"Benefit_Energy, Caffeine_High Caffeine, Category_Black Tea, Dietary_Dairy Free, Dietary_Gluten Free, Dietary_Non-GMO, Dietary_Nut Free, Dietary_Organic, Dietary_Sugar Free, Dietary_Vegan, Flavor_Citrus, Flavor_Fruity, Flavor_Nutty, Flavor_Spicy, Flavor_Sweet, Format_Loose Leaf, Origin_Kenya",Active,$15.63 - $2604.16,,50g | 100g | 250g | 500g | 1kg | 5kg | 25kg,7,,"A festive holiday tea with enveloping notes of sweet and spicy that is quickly becoming popular amongst coffee drinkers too! A cozy drink to have by the fireplace after a chilly day. A delicate balance of spices that's perfect for a fall day. Taste Notes Smooth, Warm, Spicy Ingredients Organic Ke...",Uncategorized,https://cdn.shopify.com/s/files/1/0506/6965/0095/products/BT.Pumpkck1_7d56516d-7078-4a77-81d6-0b2e668f9982.jpg?v=1750439446,2020-12-01 05:34:22 -0800,true
pumpkin-spice-latte-powder,Pumpkin Spice Latte Powder,Divine Organic Ingredients,Powder,"Benefit_Adaptogen, Benefit_Anti-Inflammatory, Benefit_Digestive Health, Benefit_Energy, Benefit_Heart Health, Caffeine_Caffeine Free, Category_Powder, Dietary_Dairy Free, Dietary_Gluten Free, Dietary_Non-GMO, Dietary_Nut Free, Dietary_Organic, Dietary_Vegan, Flavor_Earthy, Flavor_Spicy, Flavor_Sweet, Format_Powder, Origin_Canada",Active,$19.68 - $2964.43,,50g | 100g | 250g | 500g | 1kg | 5kg | 25kg,7,,"Unveiling the latest addition to our curated range – the Pumpkin Spice Latte blend. Embrace the essence of the changing seasons with this new delight from Divine Organic Ingredients. Dive into the flavors of fall with our freshly launched blend. This unique mix, crafted from the finest ingredient...",Uncategorized,https://cdn.shopify.com/s/files/1/0506/6965/0095/files/pumpkin-spice-productphoto.svg?v=1750439272,2023-08-25 10:07:20 -0700,true
rainbow-rain-green-tea,Rainbow Rain Green Tea,Divine Organic Ingredients,Green Tea,"Benefit_Antioxidant Rich, Benefit_Energy, Benefit_Immune Support, Benefit_Weight Management, Caffeine_Light Caffeine, Category_Green Tea, Dietary_Dairy Free, Dietary_Gluten Free, Dietary_Non-GMO, Dietary_Nut Free, Dietary_Organic, Dietary_Sugar Free, Dietary_Vegan, Flavor_Floral, Flavor_Fruity, Flavor_Nutty, Flavor_Sweet, Flavor_Vegetal, Format_Loose Leaf, Origin_Japan",Active,$17.19 - $1909.73,,100g | 250g | 500g | 1kg | 5kg | 25kg,6,,"With a burst of color and a richness in flavor, Rainbow Rain delivers the sweet high notes accompanied by the rich tropical flavors. This green tea tastes even better than it looks. Taste Notes Tropical, Floral, Sweet High Notes Ingredients Organic Sencha with Elderberries, Blackcurrant, Blueberr...",,https://cdn.shopify.com/s/files/1/0506/6965/0095/products/GT.Rainbn_201.jpg?v=1750439429,2020-12-01 05:34:49 -0800,true
red-roses-black-tea,Red Roses Black Tea,Divine Organic Ingredients,Black Tea,"Benefit_Energy, Benefit_Heart Health, Benefit_Skin Health, Caffeine_High Caffeine, Category_Black Tea, Dietary_Dairy Free, Dietary_Gluten Free, Dietary_Non-GMO, Dietary_Nut Free, Dietary_Organic, Dietary_Sugar Free, Dietary_Vegan, Flavor_Floral, Flavor_Nutty, Flavor_Sweet, Format_Loose Leaf",Active,$16.41 - $1822.93,,100g | 250g | 500g | 1kg | 5kg | 25kg,6,,"Beautiful petals accompanied by floral notes, making it the perfect black tea for any time of the day. This tea maintains a perfect balance, starting sweet and slowly letting the hibiscus take over making it a well-balanced black tea. Taste Notes Floral, Sweet, Slight Astringent Ingredients Organ...",Uncategorized,https://cdn.shopify.com/s/files/1/0506/6965/0095/products/BT.Punses1.jpg?v=1750439445,2020-12-01 05:34:24 -0800,true
relax-hemp-tea,Relax Hemp Tea,Divine Organic Ingredients,Hemp Tea,"Benefit_Heart Health, Benefit_Relaxation, Caffeine_No Caffeine, Category_Hemp Tea, Dietary_Dairy Free, Dietary_Gluten Free, Dietary_Non-GMO, Dietary_Nut Free, Dietary_Sugar Free, Dietary_Vegan, Flavor_Earthy, Flavor_Floral, Flavor_Herbal, Flavor_Nutty, Flavor_Sweet, Format_Loose Leaf",Active,$58.44,,,1,,"Relax Hemp Tea - Sleep & Stress Relief Blend Find your evening calm with our Relax Hemp Tea, a soothing blend of hemp hearts and relaxing botanicals . This floral and fragrant tea combines the nutty notes of hemp hearts with traditional sleep-supporting herbs for the perfect bedtime ritual. Relax...",,https://cdn.shopify.com/s/files/1/0506/6965/0095/products/HempRelaxHero.jpg?v=1750439292,2022-02-02 06:25:01 -0800,true
roots-and-chai-wellness-tea,Roots and Chai Wellness Tea,Divine Organic Ingredients,Wellness Tea,"Benefit_Adaptogen, Benefit_Anti-Inflammatory, Benefit_Detox, Benefit_Digestive Health, Benefit_Energy, Caffeine_Medium Caffeine, Category_Wellness Tea, Dietary_Dairy Free, Dietary_Gluten Free, Dietary_Non-GMO, Dietary_Nut Free, Dietary_Organic, Dietary_Sugar Free, Dietary_Vegan, Flavor_Earthy, Flavor_Herbal, Flavor_Nutty, Flavor_Spicy, Format_Loose Leaf, Origin_India",Active,$17.25 - $2875.44,,50g | 100g | 250g | 500g | 1kg | 5kg | 25kg,7,,"With organic ingredients designed to give you a boost, this tea will add another skip to your step. With rich aromatic spices, and earthly herbs this well balanced tea will pick you right up. Taste Notes Earthy Coffee Notes, Nutmeg, Spicy Ingredients Organic Chicory root, Dandelion, Nutmeg, Ginge...",,https://cdn.shopify.com/s/files/1/0506/6965/0095/products/WT.Rootsai1.jpg?v=1750439376,2020-12-01 05:36:28 -0800,true
seasonal-subscription-box,Seasonal Subscription Box,Divine Organic Ingredients,Gift,"Category_Gift, Dietary_Dairy Free, Dietary_Gluten Free, Dietary_Non-GMO, Dietary_Nut Free, Dietary_Organic, Dietary_Sugar Free, Dietary_Vegan, Flavor_Fruity, Flavor_Herbal, Flavor_Spicy",Active,$59.99,,,1,10,"Discover the Flavor of Every Season with Divine Organic's Seasonal Tea Subscription Immerse yourself in the essence of every season with our Seasonal Tea Subscription , where nature's finest ingredients come together in a fresh new blend each quarter. Each box delivers 100g of handcrafted, organi...","Food, Beverages & Tobacco > Beverages > Tea & Infusions > Tea",https://cdn.shopify.com/s/files/1/0506/6965/0095/products/BT.Pinada1_d11b25ff-d71e-4020-a4fc-fcb3786f2060.jpg?v=1750439272,2024-09-02 00:43:44 -0700,true
serenity-wellness-tea,Serenity Wellness Tea,Divine Organic Ingredients,Wellness Tea,"Benefit_Relaxation, Caffeine_Medium Caffeine, Category_Wellness Tea, Dietary_Dairy Free, Dietary_Gluten Free, Dietary_Non-GMO, Dietary_Nut Free, Dietary_Organic, Dietary_Sugar Free, Dietary_Vegan, Flavor_Citrus, Flavor_Fruity, Flavor_Herbal, Flavor_Nutty, Flavor_Sweet, Format_Loose Leaf",Active,$17.58 - $2929.69,,50g | 100g | 250g | 500g | 1kg | 5kg | 25kg,7,,"A citrus dominating sweet blend, with a flavor complexity that's amplified by a pitch of sea salt. Great to drink during the colder months. Taste Notes Citrus, Sweet, Salty End Notes Ingredients Organic Rooibos, Honeybush, Lemongrass, Licorice, Lemon Myrtle, and Sea Salt Steeping Instructions For...",,https://cdn.shopify.com/s/files/1/0506/6965/0095/products/WT.Sereny1.jpg?v=1750439375,2020-12-01 05:36:31 -0800,true
supreme-matcha,Organic Supreme Matcha Green Tea Powder,Divine Organic Ingredients,Green Tea,"Benefit_Antioxidant Rich, Benefit_Energy, Benefit_Focus, Benefit_Protein, Benefit_Weight Management, Caffeine_High Caffeine, Category_Green Tea, Dietary_Dairy Free, Dietary_Gluten Free, Dietary_Non-GMO, Dietary_Nut Free, Dietary_Organic, Dietary_Sugar Free, Dietary_Vegan, Flavor_Sweet, Flavor_Vegetal, Format_Loose Leaf, Origin_Japan",Active,$30.68 - $5111.44,,50g | 100g | 250g | 500g | 1kg | 5kg | 25kg,7,,"Enhance your tea experience with our Organic Supreme Matcha Powder, an authentic Japanese organic matcha green tea known for its vibrant bright-green color, smooth texture, and naturally sweet, umami-rich flavor. Sourced directly from Japan, our premium matcha powder is perfect for daily use, mat...","Food, Beverages & Tobacco > Beverages > Tea & Infusions > Tea",https://cdn.shopify.com/s/files/1/0506/6965/0095/products/GT.Supreha1_a142c4ff-7e20-4e71-bb11-9296a43987f7.jpg?v=1750439296,2022-01-27 14:52:14 -0800,true
supreme-matcha-subscription,Supreme Matcha Monthly Subscription,Divine Organic Ingredients,Gift,"Benefit_Antioxidant Rich, Benefit_Energy, Benefit_Focus, Caffeine_Medium Caffeine, Category_Gift, Dietary_Dairy Free, Dietary_Gluten Free, Dietary_Non-GMO, Dietary_Nut Free, Dietary_Sugar Free, Dietary_Vegan, Flavor_Vegetal, Origin_Japan",Draft,$36.00,,,1,10,"Supreme Matcha Monthly Subscription - Premium Japanese Matcha Delivered Never run out of your favorite premium matcha with our Supreme Matcha Monthly Subscription . Receive fresh, authentic Japanese matcha delivered to your door every month, ensuring you always have access to the highest quality ...","Food, Beverages & Tobacco > Beverages > Tea & Infusions > Tea",,2025-09-24 15:44:47 -0700,false
think-hemp-tea,Think Hemp Tea,Divine Organic Ingredients,Hemp Tea,"Benefit_Adaptogen, Benefit_Anti-Inflammatory, Benefit_Detox, Benefit_Digestive Health, Benefit_Energy, Benefit_Focus, Benefit_Heart Health, Benefit_Relaxation, Caffeine_No Caffeine, Category_Hemp Tea, Dietary_Dairy Free, Dietary_Gluten Free, Dietary_Non-GMO, Dietary_Nut Free, Dietary_Organic, Dietary_Sugar Free, Dietary_Vegan, Flavor_Earthy, Flavor_Herbal, Flavor_Nutty, Flavor_Smoky, Flavor_Spicy, Flavor_Sweet, Format_Loose Leaf, Origin_Canada, Origin_India",Active,$58.44,,,1,,"Think Hemp Tea - Mental Clarity & Focus Support Sharpen your mental focus with our Think Hemp Tea, a carefully crafted blend of hemp hearts and cognitive-supporting spices . This aromatic spiced chai blend combines the nutritional power of toasted hemp hearts with traditional focus-enhancing herb...",,https://cdn.shopify.com/s/files/1/0506/6965/0095/products/HempThinkHero.jpg?v=1750439291,2022-02-02 06:34:29 -0800,true
tropical-passion-herbal-tea,Tropical Passion Herbal Tea,Divine Organic Ingredients,Herbal Tea,"Benefit_Heart Health, Caffeine_Caffeine Free, Category_Herbal Tea, Dietary_Dairy Free, Dietary_Gluten Free, Dietary_Non-GMO, Dietary_Nut Free, Dietary_Organic, Dietary_Sugar Free, Dietary_Vegan, Flavor_Floral, Flavor_Fruity, Flavor_Herbal, Flavor_Nutty, Flavor_Sweet, Format_Loose Leaf",Active,$15.63 - $1736.11,,100g | 250g | 500g | 1kg | 5kg | 25kg,6,,"A medley of tropical passion, couple with a slight tartness. This full bodied tea rests fresh notes on your palette and take you to a summery time. With a fruity start and finish, this tea is excellent for iced teas. Taste Notes Passion Fruit, Tropical, Sweet Ingredients Organic Hibiscus, Cranber...",,https://cdn.shopify.com/s/files/1/0506/6965/0095/products/HT.Passiot1.jpg?v=1750439411,2020-12-01 05:35:27 -0800,true
tropical-sunshine-green-tea,Tropical Sunshine Green Tea,Divine Organic Ingredients,Green Tea,"Benefit_Antioxidant Rich, Benefit_Energy, Benefit_Skin Health, Benefit_Weight Management, Caffeine_Light Caffeine, Category_Green Tea, Dietary_Dairy Free, Dietary_Gluten Free, Dietary_Non-GMO, Dietary_Nut Free, Dietary_Organic, Dietary_Sugar Free, Dietary_Vegan, Flavor_Citrus, Flavor_Floral, Flavor_Fruity, Flavor_Nutty, Flavor_Vegetal, Format_Loose Leaf, Origin_Japan",Active,$17.98 - $1996.54,,100g | 250g | 500g | 1kg | 5kg | 25kg,6,,"A pineapple dominating green tea with hints of citrus that keeps you wanting more. A collection of flavorful tropical fruits to remind of a perfect sunny day when you need it. Taste Notes Rich, Pineapple, Aromatic Ingredients Organic Sencha with Orange Peel, Pineapple Pieces, Calendula Petals, an...",,https://cdn.shopify.com/s/files/1/0506/6965/0095/products/GT.Tropine1.jpg?v=1750439424,2020-12-01 05:34:58 -0800,true
wine-berry-herbal-iced-tea,Wine Berry Iced Tea,Divine Organic Ingredients,Iced Tea,"Benefit_Heart Health, Benefit_Skin Health, Caffeine_Caffeine Free, Category_Iced Tea, Dietary_Dairy Free, Dietary_Gluten Free, Dietary_Non-GMO, Dietary_Nut Free, Dietary_Organic, Dietary_Sugar Free, Dietary_Vegan, Flavor_Floral, Flavor_Fruity, Flavor_Herbal, Flavor_Nutty, Format_Loose Leaf",Active,$16.26 - $2712.68,,50g | 100g | 250g | 500g | 1kg | 5kg | 25kg,7,,"This mesmerizing deep red tea is one to be served both hot or cold. With a distinct hibiscus flavor and an entanglement of berries, this herbal carries taste notes as flavorful as it looks red. Taste Notes Full Body, Fruity, Hibiscus Ingredients Hibiscus, Rosehips, Blackcurrant, Cranberries and N...",,https://cdn.shopify.com/s/files/1/0506/6965/0095/products/HT.Berryod1_b809a628-7d1e-4de0-ab7b-c6ac4a8365d3.jpg?v=1750439347,2021-05-27 18:11:33 -0700,true
wine-berry-herbal-tea,Wine Berry Herbal Tea,Divine Organic Ingredients,Herbal Tea,"Benefit_Heart Health, Benefit_Skin Health, Caffeine_Caffeine Free, Category_Herbal Tea, Dietary_Dairy Free, Dietary_Gluten Free, Dietary_Non-GMO, Dietary_Nut Free, Dietary_Organic, Dietary_Sugar Free, Dietary_Vegan, Flavor_Floral, Flavor_Fruity, Flavor_Herbal, Flavor_Nutty, Format_Loose Leaf",Active,$16.41 - $1822.93,,100g | 250g | 500g | 1kg | 5kg | 25kg,6,,"This mesmerizing deep red tea is one to be served both hot or cold. With a distinct hibiscus flavor and an entanglement of berries, this herbal carries taste notes as flavorful as it looks red. Taste Notes Full Body, Fruity, Hibiscus Ingredients Hibiscus, Rosehips, Blackcurrant, Cranberries and N...",,https://cdn.shopify.com/s/files/1/0506/6965/0095/products/HT.Berryod1.jpg?v=1750439422,2020-12-01 05:35:03 -0800,true
yellow-mellow-mint-herbal-tea,Mellow Mint Herbal Tea,Divine Organic Ingredients,Herbal Tea,"Benefit_Relaxation, Benefit_Skin Health, Caffeine_Caffeine Free, Category_Herbal Tea, Dietary_Dairy Free, Dietary_Gluten Free, Dietary_Non-GMO, Dietary_Nut Free, Dietary_Organic, Dietary_Sugar Free, Dietary_Vegan, Flavor_Citrus, Flavor_Floral, Flavor_Fruity, Flavor_Herbal, Flavor_Minty, Flavor_Nutty, Flavor_Sweet, Format_Loose Leaf",Active,$15.63 - $1736.11,,100g | 250g | 500g | 1kg | 5kg | 25kg,6,,"The slight sweetness of the chamomile graciously meets the citrus flavor of orange peels and lemongrass. A very refreshing herbal that is delicious as it is calming. Taste Notes Minty, Citrus, Floral Ingredients Organic Chamomile, Rosehips, Lemongrass, and Orange Peels Steeping Instructions For A...",,https://cdn.shopify.com/s/files/1/0506/6965/0095/products/HT.Yellot1.jpg?v=1750439409,2020-12-01 05:35:33 -0800,true
